,Number of vCPUs,Number of Threads,Max Prime,Events per second,Total Time,Total Number of Events,Min Latency (ms),Avg Latency (ms),Max Latency (ms),95th Percentile Latency (ms),Total Execution Time across Threads (s),Avg Number of Events per Thread,Avg Execution Time per Thread (s)
36,32,8,50000,1117.87,30.0063,33545.0,6.99,7.15,20.65,7.17,239.99029000000002,4193.125,29.9988
37,32,8,100000,422.86,30.0183,12695.0,18.55,18.91,41.24,18.95,240.06304999999998,1586.875,30.0079
38,32,8,500000,43.46,30.1618,1311.0,181.07,183.67,343.02,193.38,240.78892000000002,163.875,30.0986
39,32,8,1000000,16.12,30.4558,491.0,485.52,492.65,630.3,520.62,241.88989,61.375,30.2362
40,32,9,10000,11812.95,30.0007,354417.0,0.73,0.76,3.44,0.77,269.8175,39379.6667,29.9797
41,32,9,50000,1256.89,30.0064,37719.0,6.99,7.16,19.38,7.17,269.98292,4191.0,29.9981
42,32,9,100000,473.31,30.0188,14209.0,18.57,19.01,43.48,18.95,270.07845000000003,1578.7778,30.0087
43,32,9,500000,48.62,30.1252,1465.0,181.06,184.51,361.9,196.89,270.31217,162.7778,30.0347
44,32,9,1000000,18.1,30.4455,551.0,485.25,493.92,688.49,530.08,272.1511,61.2222,30.239
45,32,10,10000,13115.91,30.0008,393536.0,0.73,0.76,6.49,0.77,299.83352,39353.6,29.9834
46,32,10,50000,1389.26,30.0069,41692.0,6.99,7.2,18.93,7.17,299.99059,4169.2,29.9991
47,32,10,100000,522.59,30.0177,15689.0,18.55,19.13,43.8,19.29,300.07185999999996,1568.9,30.0072
48,32,10,500000,53.69,30.172,1620.0,181.1,185.62,357.32,200.47,300.70524,162.0,30.0705
49,32,10,1000000,19.89,30.412,605.0,485.51,499.18,823.12,559.5,302.00178000000005,60.5,30.2002
50,32,11,10000,14324.71,30.0008,429777.0,0.73,0.77,5.1,0.77,329.81459,39070.6364,29.9831
51,32,11,50000,1519.68,30.0049,45600.0,6.99,7.24,21.12,7.3,329.97324,4145.4545,29.9976
52,32,11,100000,574.47,30.0185,17247.0,18.57,19.14,46.88,19.29,330.08487,1567.9091,30.0077
53,32,11,500000,57.55,30.1635,1736.0,180.98,190.79,367.7,240.02,331.21693,157.8182,30.1106
54,32,11,1000000,21.67,30.4994,661.0,485.25,503.94,958.68,590.56,333.10423,60.0909,30.2822
55,32,12,10000,15542.11,30.0008,466301.0,0.73,0.77,4.06,0.78,359.77558,38858.4167,29.9813
56,32,12,50000,1630.68,30.0067,48934.0,6.99,7.36,20.51,7.43,359.98207,4077.8333,29.9985
57,32,12,100000,605.8,30.016,18186.0,18.56,19.8,46.08,36.24,360.04046,1515.5,30.0034
58,32,12,500000,62.82,30.1782,1896.0,181.06,190.51,366.99,240.02,361.20437,158.0,30.1004
59,32,12,1000000,23.58,30.4519,718.0,485.31,505.06,964.23,590.56,362.63315,59.8333,30.2194
60,32,13,10000,16285.48,30.0007,488604.0,0.73,0.8,5.36,1.42,389.75896,37584.9231,29.9815
61,32,13,50000,1748.03,30.0375,52512.0,6.99,7.43,21.35,10.09,389.97962,4039.3846,29.9984
62,32,13,100000,643.23,30.0185,19310.0,18.57,20.2,46.7,36.24,390.07791,1485.3846,30.006
63,32,13,500000,64.58,30.2394,1953.0,181.02,200.52,362.7,356.7,391.62424,150.2308,30.1249
64,32,13,1000000,23.81,30.4537,725.0,485.27,541.73,964.18,877.61,392.75768,55.7692,30.2121
65,32,14,10000,17464.23,30.0007,523968.0,0.73,0.8,7.17,1.42,419.72846999999996,37426.2857,29.9806
66,32,14,50000,1787.93,30.0069,53653.0,6.99,7.83,20.44,13.7,419.98775,3832.3571,29.9991
67,32,14,100000,655.04,30.0207,19666.0,18.57,21.36,46.56,36.24,420.07923,1404.7143,30.0057
68,32,14,500000,69.68,30.2627,2109.0,181.08,200.01,366.23,356.7,421.81849,150.6429,30.1299
69,32,14,1000000,26.27,30.4832,801.0,485.33,527.93,960.81,746.32,422.86874,57.2143,30.2049
70,32,15,10000,17755.0,30.0008,532694.0,0.73,0.84,12.27,1.42,449.71202,35512.9333,29.9808
71,32,15,50000,1905.82,30.007,57191.0,6.99,7.87,25.1,13.7,449.96745,3812.7333,29.9978
72,32,15,100000,726.33,30.0283,21813.0,18.57,20.64,46.88,36.24,450.15951,1454.2,30.0106
73,32,15,500000,70.94,30.2057,2143.0,180.97,210.65,362.2,356.7,451.41837,142.8667,30.0946
74,32,15,1000000,26.57,30.4821,810.0,485.4,560.61,962.3,960.3,454.09803000000005,54.0,30.2732
75,32,16,10000,17975.73,30.0009,539318.0,0.73,0.89,6.61,1.42,479.73244,33707.375,29.9833
76,32,16,50000,1903.11,30.0134,57125.0,6.99,8.4,21.87,13.7,480.00112,3570.3125,30.0001
77,32,16,100000,707.75,30.0282,21255.0,18.56,22.59,48.56,36.24,480.11677000000003,1328.4375,30.0073
78,32,16,500000,75.5,30.1676,2278.0,181.18,211.27,366.12,356.7,481.26596,142.375,30.0791
79,32,16,1000000,27.54,30.4292,838.0,485.34,578.61,967.76,960.3,484.87659,52.375,30.3048
80,32,17,10000,19202.57,30.0014,576136.0,0.73,0.88,14.86,1.42,509.53836,33890.3529,29.9728
81,32,17,50000,1979.55,30.0077,59408.0,6.99,8.58,25.59,13.7,509.92240000000004,3494.5882,29.9954
82,32,17,100000,757.12,30.0192,22731.0,18.56,22.44,45.1,36.24,510.13255,1337.1176,30.0078
83,32,17,500000,77.48,30.2751,2346.0,181.15,218.47,365.85,356.7,512.52792,138.0,30.1487
84,32,17,1000000,27.92,30.6918,857.0,485.46,600.95,976.15,960.3,515.01356,50.4118,30.2949
85,32,18,10000,19517.93,30.0013,585596.0,0.73,0.92,11.94,1.42,539.6775600000001,32533.1111,29.9821
86,32,18,50000,1997.28,30.0133,59949.0,6.99,9.01,67.59,13.7,539.95809,3330.5,29.9977
87,32,18,100000,782.33,30.0291,23494.0,18.55,22.99,46.81,36.24,540.15469,1305.2222,30.0086
88,32,18,500000,79.16,30.1757,2389.0,181.07,226.69,369.44,356.7,541.5561,132.7222,30.0864
89,32,18,1000000,29.62,30.6223,907.0,485.63,600.52,974.25,960.3,544.66826,50.3889,30.2593
90,32,19,10000,19568.12,30.0011,587098.0,0.73,0.97,9.05,1.42,569.67826,30899.8947,29.9831
91,32,19,50000,2093.25,30.0116,62825.0,6.99,9.07,36.26,13.7,570.01061,3306.5789,30.0006
92,32,19,100000,777.36,30.0275,23345.0,18.56,24.42,61.61,36.24,570.15941,1228.6842,30.0084
93,32,19,500000,80.01,30.2055,2417.0,181.19,236.47,367.7,356.7,571.55553,127.2105,30.0819
94,32,19,1000000,29.47,30.5307,900.0,485.5,639.66,1057.03,960.3,575.69173,47.3684,30.2996
95,32,20,10000,20001.84,30.0013,600114.0,0.73,1.0,12.87,1.42,599.60123,30005.7,29.9801
96,32,20,50000,2125.3,30.0084,63780.0,6.98,9.41,31.47,13.7,599.8782,3189.0,29.9939
97,32,20,100000,778.78,30.0217,23383.0,18.56,25.67,49.01,36.24,600.13711,1169.15,30.0069
98,32,20,500000,82.2,30.1891,2482.0,181.11,242.62,381.33,356.7,602.18,124.1,30.109
99,32,20,1000000,30.92,30.5949,946.0,485.73,640.94,970.75,960.3,606.32939,47.3,30.3165
100,32,21,10000,20620.83,30.001,618681.0,0.73,1.02,21.45,1.42,629.5833100000001,29461.0,29.9802
101,32,21,50000,2201.26,30.0071,66057.0,6.99,9.54,33.43,13.7,629.9172,3145.5714,29.9961
102,32,21,100000,811.74,30.0265,24375.0,18.56,25.85,47.22,36.24,630.18542,1160.7143,30.0088
103,32,21,500000,83.06,30.2147,2510.0,181.09,251.8,377.03,356.7,632.02498,119.5238,30.0964
104,32,21,1000000,30.38,30.7105,933.0,485.59,683.29,990.5,960.3,637.50722,44.4286,30.3575
105,32,22,10000,20709.98,30.0011,621358.0,0.73,1.06,25.29,1.42,659.62827,28243.5455,29.9831
106,32,22,50000,2181.14,30.0113,65462.0,6.99,10.08,35.04,13.7,659.98957,2975.5455,29.9995
107,32,22,100000,825.09,30.0241,24775.0,18.57,26.65,71.15,36.24,660.17754,1126.1364,30.0081
108,32,22,500000,83.45,30.2176,2522.0,181.22,262.33,384.7,356.7,661.58758,114.6364,30.0722
109,32,22,1000000,31.24,30.5031,953.0,485.8,698.0,973.0,960.3,665.19787,43.3182,30.2363
110,32,23,10000,21090.55,30.0011,632776.0,0.73,1.09,69.43,1.42,689.55558,27512.0,29.9807
111,32,23,50000,2210.44,30.007,66332.0,6.99,10.4,40.37,13.7,689.96887,2884.0,29.9986
112,32,23,100000,825.58,30.0225,24788.0,18.57,27.84,111.22,36.24,690.2073800000001,1077.7391,30.009
113,32,23,500000,84.19,30.2848,2550.0,181.22,271.57,399.99,356.7,692.50914,110.8696,30.1091
114,32,23,1000000,30.91,30.6324,947.0,486.28,737.98,1006.28,960.3,698.87127,41.1739,30.3857
115,32,24,10000,21423.56,30.0014,642772.0,0.73,1.12,40.36,1.42,719.63524,26782.1667,29.9848
116,32,24,50000,2233.3,30.0119,67029.0,6.99,10.74,73.81,13.7,719.99225,2792.875,29.9997
117,32,24,100000,837.31,30.0542,25167.0,18.58,28.62,76.65,36.24,720.24306,1048.625,30.0101
118,32,24,500000,86.15,30.2585,2607.0,181.26,277.18,408.1,356.7,722.6176999999999,108.625,30.1091
119,32,24,1000000,31.8,30.563,972.0,486.01,747.9,1005.38,960.3,726.95452,40.5,30.2898
120,32,25,10000,21533.23,30.0012,646057.0,0.73,1.16,53.41,1.42,749.53687,25842.28,29.9815
121,32,25,50000,2243.67,30.0108,67338.0,6.99,11.14,69.19,13.7,749.95802,2693.52,29.9983
122,32,25,100000,839.26,30.0253,25202.0,18.58,29.77,92.31,36.89,750.16559,1008.08,30.0066
123,32,25,500000,86.18,30.2345,2606.0,181.32,288.83,440.37,363.18,752.70273,104.24,30.1081
124,32,25,1000000,31.9,30.6211,977.0,486.62,776.64,1022.35,960.3,758.77923,39.08,30.3512
125,32,26,10000,21697.11,30.0015,650981.0,0.73,1.2,56.98,1.42,779.50687,25037.7308,29.981
126,32,26,50000,2222.53,30.0102,66702.0,7.0,11.69,103.3,13.95,779.8924000000001,2565.4615,29.9959
127,32,26,100000,832.6,30.0264,25003.0,18.59,31.2,135.96,36.89,780.1641099999999,961.6538,30.0063
128,32,26,500000,85.5,30.2783,2589.0,181.37,302.36,428.4,363.18,782.79908,99.5769,30.1077
129,32,26,1000000,32.01,30.5796,979.0,486.74,803.05,1069.41,977.74,786.1868199999999,37.6538,30.238
130,32,27,10000,21732.12,30.0014,652030.0,0.73,1.24,39.66,1.42,809.5289300000001,24149.2593,29.9826
131,32,27,50000,2260.43,30.0105,67840.0,6.99,11.94,109.97,13.95,809.9688199999999,2512.5926,29.9988
132,32,27,100000,849.77,30.0314,25523.0,18.56,31.74,117.39,37.56,810.1081800000001,945.2963,30.004
133,32,27,500000,87.05,30.2447,2633.0,181.54,308.78,437.71,369.77,813.02551,97.5185,30.1121
134,32,27,1000000,32.16,30.6883,987.0,487.07,830.03,1039.18,977.74,819.2404399999999,36.5556,30.3422
135,32,28,10000,21893.11,30.0013,656856.0,0.73,1.28,72.82,1.44,839.4116700000001,23459.1429,29.979
136,32,28,50000,2271.02,30.0118,68161.0,6.99,12.32,95.33,14.21,839.96223,2434.3214,29.9987
137,32,28,100000,854.05,30.0333,25652.0,18.59,32.75,121.14,38.94,840.18508,916.1429,30.0066
138,32,28,500000,87.11,30.3043,2640.0,181.43,319.58,549.07,376.49,843.68488,94.2857,30.1316
139,32,28,1000000,32.39,30.6825,994.0,492.2,855.23,1115.61,995.51,850.10051,35.5,30.3607
140,32,29,10000,22094.76,30.0013,662929.0,0.73,1.31,69.06,1.47,869.45689,22859.6207,29.9813
141,32,29,50000,2291.24,30.0114,68767.0,6.99,12.65,78.21,14.46,869.82203,2371.2759,29.9939
142,32,29,100000,858.85,30.0299,25794.0,18.62,33.74,153.86,39.65,870.19068,889.4483,30.0066
143,32,29,500000,87.73,30.2376,2653.0,181.37,328.89,473.63,383.33,872.53725,91.4828,30.0875
144,32,29,1000000,32.43,30.7385,997.0,498.51,883.34,1164.06,1013.6,880.6856700000001,34.3793,30.3685
145,32,30,10000,22198.64,30.0013,666023.0,0.73,1.35,108.95,1.5,899.47449,22200.7667,29.9825
146,32,30,50000,2299.9,30.0107,69025.0,7.0,13.04,133.41,15.0,899.9655799999999,2300.8333,29.9989
147,32,30,100000,862.19,30.0338,25898.0,18.6,34.76,139.3,41.1,900.2886500000001,863.2667,30.0096
148,32,30,500000,87.92,30.2872,2663.0,182.67,339.7,523.61,397.39,904.62812,88.7667,30.1543
149,32,30,1000000,32.58,30.6919,1000.0,505.16,912.6,1128.37,1032.01,912.59845,33.3333,30.4199
150,32,31,10000,22232.14,30.0013,667027.0,0.73,1.39,79.66,1.5,929.3102,21517.0,29.9777
151,32,31,50000,2295.05,30.0118,68882.0,7.0,13.49,125.73,15.55,929.5530600000001,2222.0,29.9856
152,32,31,100000,862.66,30.0287,25906.0,18.61,35.9,182.66,41.85,930.0775,835.6774,30.0025
153,32,31,500000,87.83,30.3152,2663.0,183.09,350.91,569.2,404.61,934.47306,85.9032,30.1443
154,32,31,1000000,32.56,30.7121,1000.0,579.86,940.84,1237.4,1050.76,940.8415500000001,32.2581,30.3497
155,32,32,10000,22255.01,30.0041,667777.0,0.73,1.44,89.19,1.55,959.25682,20868.0312,29.9768
156,32,32,50000,2301.89,30.0104,69086.0,7.0,13.89,115.34,16.41,959.66248,2158.9375,29.9895
157,32,32,100000,865.59,30.0677,26028.0,18.74,36.89,174.71,43.39,960.13698,813.375,30.0043
158,32,32,500000,88.16,30.2835,2670.0,183.24,361.13,649.39,427.07,964.21547,83.4375,30.1317
159,32,32,1000000,32.66,30.6745,1002.0,543.25,968.39,1275.18,1089.3,970.32447,31.3125,30.3226
160,32,33,10000,22280.27,30.0012,668469.0,0.73,1.48,101.45,1.55,989.30314,20256.6364,29.9789
161,32,33,50000,2302.33,30.0119,69103.0,7.02,14.32,127.74,21.5,989.6624499999999,2094.0303,29.9898
162,32,33,100000,866.14,30.0341,26017.0,18.67,38.06,145.35,55.82,990.08199,788.3939,30.0025
163,32,33,500000,88.2,30.2586,2669.0,183.76,372.4,788.03,475.79,993.92323,80.8788,30.1189
164,32,33,1000000,32.6,30.7331,1002.0,522.51,999.41,1463.84,1191.92,1001.41233,30.3636,30.3458
165,32,34,10000,22324.27,30.0013,669790.0,0.73,1.52,97.42,1.61,1019.0684200000001,19699.7059,29.9726
166,32,34,50000,2306.61,30.0115,69228.0,7.02,14.73,131.99,25.74,1019.6381700000001,2036.1176,29.9894
167,32,34,100000,863.94,30.0338,25950.0,18.67,39.31,147.94,68.05,1020.20853,763.2353,30.0061
168,32,34,500000,88.23,30.2818,2672.0,188.63,383.59,802.29,530.08,1024.94081,78.5882,30.1453
169,32,34,1000000,32.76,30.704,1006.0,713.92,1027.75,1660.32,1304.21,1033.91326,29.5882,30.4092
170,32,35,10000,22298.13,30.0013,669007.0,0.73,1.57,101.54,1.61,1049.2649199999998,19114.4857,29.979
171,32,35,50000,2306.26,30.012,69219.0,7.02,15.16,152.22,25.74,1049.5353,1977.6857,29.9867
172,32,35,100000,866.03,30.0273,26006.0,18.74,40.38,169.2,70.55,1050.22162,743.0286,30.0063
173,32,35,500000,88.15,30.2629,2668.0,217.8,395.19,782.71,559.5,1054.3566799999999,76.2286,30.1245
174,32,35,1000000,32.65,30.6583,1001.0,644.46,1059.32,1675.12,1352.03,1060.38309,28.6,30.2967
175,32,36,10000,22299.33,30.0015,669047.0,0.73,1.61,89.45,1.64,1079.22451,18584.6389,29.9785
176,32,36,50000,2304.56,30.0129,69170.0,7.01,15.61,140.4,29.72,1079.58357,1921.3889,29.9884
177,32,36,100000,866.03,30.0283,26007.0,18.69,41.54,182.16,73.13,1080.30495,722.4167,30.0085
178,32,36,500000,88.04,30.3351,2671.0,195.93,406.64,858.66,601.29,1086.13899,74.1944,30.1705
179,32,36,1000000,32.65,30.8101,1006.0,624.09,1087.97,2171.39,1506.29,1094.49365,27.9444,30.4026
180,32,37,10000,22316.88,30.0012,669566.0,0.73,1.66,93.45,1.67,1109.16668,18096.3784,29.9775
181,32,37,50000,2305.91,30.0144,69214.0,7.02,16.03,113.84,30.81,1109.7676000000001,1870.6486,29.9937
182,32,37,100000,866.69,30.0331,26031.0,18.71,42.65,186.09,75.82,1110.18623,703.5405,30.005
183,32,37,500000,88.17,30.2587,2668.0,194.79,417.45,884.45,612.21,1113.7618400000001,72.1081,30.1017
184,32,37,1000000,32.71,30.7526,1006.0,702.56,1118.18,2023.53,1561.52,1124.88884,27.1892,30.4024
185,32,38,10000,22303.33,30.0018,669173.0,0.73,1.7,135.61,1.7,1139.21099,17609.8158,29.9792
186,32,38,50000,2304.88,30.0113,69176.0,7.05,16.47,137.8,33.12,1139.17563,1820.4211,29.9783
187,32,38,100000,865.88,30.034,26009.0,18.68,43.83,176.88,77.19,1140.0268700000001,684.4474,30.0007
188,32,38,500000,88.27,30.2432,2670.0,247.23,428.09,941.57,657.93,1142.99649,70.2632,30.0789
189,32,38,1000000,32.69,30.7355,1005.0,711.11,1148.5,2047.84,1589.9,1154.2468999999999,26.4474,30.3749
190,32,39,10000,22295.67,30.0017,668941.0,0.73,1.75,105.71,1.76,1168.49173,17152.3333,29.9613
191,32,39,50000,2305.13,30.0124,69186.0,7.03,16.9,129.61,33.72,1169.3106200000002,1774.0,29.9823
192,32,39,100000,866.42,30.031,26021.0,18.78,44.97,218.22,80.03,1170.1297299999999,667.2051,30.0033
193,32,39,500000,88.21,30.3212,2675.0,188.09,439.59,907.61,669.89,1175.89845,68.5897,30.1512
194,32,39,1000000,32.72,30.7764,1007.0,531.49,1177.46,2119.16,1708.63,1185.70663,25.8205,30.4027
195,32,40,10000,22328.69,30.0015,669928.0,0.73,1.79,98.61,1.82,1199.06324,16748.2,29.9766
196,32,40,50000,2303.95,30.0144,69155.0,7.03,17.34,140.16,33.72,1199.2332099999999,1728.875,29.9808
197,32,40,100000,865.88,30.0313,26005.0,18.77,46.15,172.94,80.03,1200.06565,650.125,30.0016
198,32,40,500000,88.13,30.3022,2671.0,239.76,451.36,1023.84,707.07,1205.57415,66.775,30.1394
199,32,40,1000000,32.76,30.7655,1008.0,631.6,1207.8,2204.78,1771.29,1217.45856,25.2,30.4365
